scenario_id,iteration,network,source,destination,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,launch_power_dbm,channel_pattern,channel_number,frequency_thz,channel_power_dbm,osnr_signal_bw_db,snr_nli_signal_bw_db,gsnr_signal_bw_db
iter-2-scenario-16,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,0.79,31.47,26.86,25.57
iter-2-scenario-16,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,0.79,31.47,26.85,25.57
iter-2-scenario-17,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,101,1.0,194.0,1.29,31.7,25.86,24.86
iter-2-scenario-17,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,101,3.0,194.075,1.29,31.7,25.85,24.85
iter-2-scenario-18,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,101,1.0,194.0,1.79,31.91,24.86,24.08
iter-2-scenario-18,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,101,3.0,194.075,1.79,31.91,24.85,24.07
iter-1-scenario-7,1,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,0.79,31.47,25.94,24.87
iter-1-scenario-7,1,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,0.79,31.47,25.94,24.87
iter-2-scenario-19,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,0.79,31.47,25.94,24.87
iter-2-scenario-19,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,0.79,31.47,25.94,24.87
iter-2-scenario-20,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,110,1.0,194.0,1.29,31.7,24.94,24.11
iter-2-scenario-20,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,110,2.0,194.0375,1.29,31.7,24.94,24.11
iter-2-scenario-21,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,110,1.0,194.0,1.79,31.91,23.94,23.3
iter-2-scenario-21,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,110,2.0,194.0375,1.79,31.91,23.94,23.29
iter-1-scenario-8,1,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,0.79,31.47,25.22,24.3
iter-1-scenario-8,1,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,0.79,31.47,24.56,23.76
iter-1-scenario-8,1,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,0.79,31.47,25.21,24.29
iter-2-scenario-22,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,0.79,31.47,25.22,24.3
iter-2-scenario-22,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,0.79,31.47,24.56,23.76
iter-2-scenario-22,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,0.79,31.47,25.21,24.29
iter-2-scenario-23,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,111,1.0,194.0,1.29,31.7,24.22,23.51
iter-2-scenario-23,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,111,2.0,194.0375,1.29,31.7,23.56,22.94
iter-2-scenario-23,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-5.0,111,3.0,194.075,1.29,31.7,24.21,23.5
iter-2-scenario-24,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,111,1.0,194.0,1.79,31.91,23.22,22.67
iter-2-scenario-24,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,111,2.0,194.0375,1.79,31.91,22.56,22.09
iter-2-scenario-24,2,NDFF,bristol,bradley stoke,voyager,QPSK,32.0,100.0,-4.5,111,3.0,194.075,1.79,31.91,23.21,22.66
iter-1-scenario-18,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-7.55,31.11,10.25,10.21
iter-2-scenario-52,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-7.55,31.11,10.25,10.21
iter-2-scenario-53,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,001,3.0,194.075,-7.55,31.32,10.23,10.19
iter-2-scenario-54,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,001,3.0,194.075,-7.55,31.51,10.2,10.17
iter-1-scenario-19,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-7.55,31.11,10.25,10.22
iter-2-scenario-55,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-7.55,31.11,10.25,10.22
iter-2-scenario-56,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,010,2.0,194.0375,-7.55,31.32,10.23,10.2
iter-2-scenario-57,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,010,2.0,194.0375,-7.55,31.51,10.21,10.18
iter-1-scenario-20,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-7.55,31.11,8.23,8.21
iter-1-scenario-20,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-7.55,31.11,8.23,8.2
iter-2-scenario-58,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-7.55,31.11,8.23,8.21
iter-2-scenario-58,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-7.55,31.11,8.23,8.2
iter-2-scenario-59,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,011,2.0,194.0375,-7.55,31.32,8.21,8.19
iter-2-scenario-59,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,011,3.0,194.075,-7.55,31.32,8.21,8.19
iter-2-scenario-60,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,011,2.0,194.0375,-7.55,31.51,8.19,8.17
iter-2-scenario-60,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,011,3.0,194.075,-7.55,31.51,8.18,8.16
iter-1-scenario-21,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-7.55,31.11,10.25,10.22
iter-2-scenario-61,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-7.55,31.11,10.25,10.22
iter-2-scenario-62,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,100,1.0,194.0,-7.55,31.32,10.24,10.2
iter-2-scenario-63,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,100,1.0,194.0,-7.55,31.51,10.21,10.18
iter-1-scenario-22,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-7.55,31.11,9.16,9.13
iter-1-scenario-22,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-7.55,31.11,9.15,9.12
iter-2-scenario-64,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-7.55,31.11,9.16,9.13
iter-2-scenario-64,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-7.55,31.11,9.15,9.12
iter-2-scenario-65,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,101,1.0,194.0,-7.55,31.32,9.14,9.11
iter-2-scenario-65,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,101,3.0,194.075,-7.55,31.32,9.13,9.1
iter-2-scenario-66,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,101,1.0,194.0,-7.55,31.51,9.11,9.09
iter-2-scenario-66,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,101,3.0,194.075,-7.55,31.51,9.11,9.08
iter-1-scenario-23,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-7.55,31.11,8.23,8.21
iter-1-scenario-23,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-7.55,31.11,8.23,8.21
iter-2-scenario-67,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-7.55,31.11,8.23,8.21
iter-2-scenario-67,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-7.55,31.11,8.23,8.21
iter-2-scenario-68,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,110,1.0,194.0,-7.55,31.32,8.22,8.19
iter-2-scenario-68,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,110,2.0,194.0375,-7.55,31.32,8.21,8.19
iter-2-scenario-69,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,110,1.0,194.0,-7.55,31.51,8.19,8.17
iter-2-scenario-69,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,110,2.0,194.0375,-7.55,31.51,8.19,8.17
iter-1-scenario-24,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,-7.55,31.11,7.51,7.49
iter-1-scenario-24,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,-7.55,31.11,6.86,6.84
iter-1-scenario-24,1,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,-7.55,31.11,7.51,7.49
iter-2-scenario-70,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,-7.55,31.11,7.51,7.49
iter-2-scenario-70,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,-7.55,31.11,6.86,6.84
iter-2-scenario-70,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,-7.55,31.11,7.51,7.49
iter-2-scenario-71,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,111,1.0,194.0,-7.55,31.32,7.49,7.48
iter-2-scenario-71,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,111,2.0,194.0375,-7.55,31.32,6.84,6.82
iter-2-scenario-71,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-5.0,111,3.0,194.075,-7.55,31.32,7.49,7.47
iter-2-scenario-72,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,111,1.0,194.0,-7.55,31.51,7.47,7.45
iter-2-scenario-72,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,111,2.0,194.0375,-7.55,31.51,6.81,6.8
iter-2-scenario-72,2,NDFF,bristol,froxfield,voyager,QPSK,32.0,100.0,-4.5,111,3.0,194.075,-7.55,31.51,7.46,7.45
iter-1-scenario-50,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-10.81,28.21,10.02,9.95
iter-2-scenario-148,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-10.81,28.21,10.02,9.95
iter-2-scenario-149,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,001,3.0,194.075,-11.81,27.94,10.07,10.0
iter-2-scenario-150,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,001,3.0,194.075,-12.81,27.61,10.09,10.02
iter-1-scenario-51,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-10.81,28.21,10.02,9.96
iter-2-scenario-151,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-10.81,28.21,10.02,9.96
iter-2-scenario-152,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,010,2.0,194.0375,-11.81,27.94,10.07,10.0
iter-2-scenario-153,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,010,2.0,194.0375,-12.81,27.61,10.1,10.02
iter-1-scenario-52,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-10.81,28.21,8.0,7.96
iter-1-scenario-52,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-10.81,28.21,8.0,7.96
iter-2-scenario-154,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-10.81,28.21,8.0,7.96
iter-2-scenario-154,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-10.81,28.21,8.0,7.96
iter-2-scenario-155,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,011,2.0,194.0375,-11.81,27.94,8.05,8.01
iter-2-scenario-155,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,011,3.0,194.075,-11.81,27.94,8.05,8.01
iter-2-scenario-156,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,011,2.0,194.0375,-12.81,27.61,8.08,8.03
iter-2-scenario-156,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,011,3.0,194.075,-12.81,27.61,8.07,8.03
iter-1-scenario-53,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-10.81,28.21,10.03,9.96
iter-2-scenario-157,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-10.81,28.21,10.03,9.96
iter-2-scenario-158,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,100,1.0,194.0,-11.81,27.94,10.08,10.01
iter-2-scenario-159,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,100,1.0,194.0,-12.81,27.61,10.1,10.03
iter-1-scenario-54,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-10.81,28.21,8.93,8.88
iter-1-scenario-54,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-10.81,28.21,8.92,8.87
iter-2-scenario-160,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-10.81,28.21,8.93,8.88
iter-2-scenario-160,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-10.81,28.21,8.92,8.87
iter-2-scenario-161,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,101,1.0,194.0,-11.81,27.94,8.98,8.92
iter-2-scenario-161,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,101,3.0,194.075,-11.81,27.94,8.97,8.92
iter-2-scenario-162,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,101,1.0,194.0,-12.81,27.61,9.0,8.94
iter-2-scenario-162,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,101,3.0,194.075,-12.81,27.61,9.0,8.94
iter-1-scenario-55,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-10.81,28.21,8.01,7.96
iter-1-scenario-55,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-10.81,28.21,8.0,7.96
iter-2-scenario-163,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-10.81,28.21,8.01,7.96
iter-2-scenario-163,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-10.81,28.21,8.0,7.96
iter-2-scenario-164,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,110,1.0,194.0,-11.81,27.94,8.06,8.01
iter-2-scenario-164,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,110,2.0,194.0375,-11.81,27.94,8.05,8.01
iter-2-scenario-165,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,110,1.0,194.0,-12.81,27.61,8.08,8.03
iter-2-scenario-165,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,110,2.0,194.0375,-12.81,27.61,8.08,8.03
iter-1-scenario-56,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,-10.81,28.21,7.28,7.25
iter-1-scenario-56,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,-10.81,28.21,6.63,6.6
iter-1-scenario-56,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,-10.81,28.21,7.28,7.24
iter-2-scenario-166,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,-10.81,28.21,7.28,7.25
iter-2-scenario-166,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,2.0,194.0375,-10.81,28.21,6.63,6.6
iter-2-scenario-166,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,111,3.0,194.075,-10.81,28.21,7.28,7.24
iter-2-scenario-167,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,111,1.0,194.0,-11.81,27.94,7.34,7.3
iter-2-scenario-167,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,111,2.0,194.0375,-11.81,27.94,6.68,6.65
iter-2-scenario-167,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,111,3.0,194.075,-11.81,27.94,7.33,7.29
iter-2-scenario-168,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,111,1.0,194.0,-12.81,27.61,7.36,7.32
iter-2-scenario-168,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,111,2.0,194.0375,-12.81,27.61,6.7,6.67
iter-2-scenario-168,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,111,3.0,194.075,-12.81,27.61,7.35,7.31
iter-1-scenario-34,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-6.35,29.24,10.17,10.11
iter-2-scenario-100,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,001,3.0,194.075,-6.35,29.24,10.17,10.11
iter-2-scenario-101,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,001,3.0,194.075,-6.85,29.18,10.16,10.11
iter-2-scenario-102,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,001,3.0,194.075,-7.35,29.09,10.15,10.1
iter-1-scenario-35,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-6.35,29.24,10.17,10.12
iter-2-scenario-103,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,010,2.0,194.0375,-6.35,29.24,10.17,10.12
iter-2-scenario-104,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,010,2.0,194.0375,-6.85,29.18,10.17,10.11
iter-2-scenario-105,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,010,2.0,194.0375,-7.35,29.09,10.16,10.1
iter-1-scenario-36,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-6.35,29.24,8.15,8.12
iter-1-scenario-36,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-6.35,29.24,8.15,8.11
iter-2-scenario-106,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,011,2.0,194.0375,-6.35,29.24,8.15,8.12
iter-2-scenario-106,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,011,3.0,194.075,-6.35,29.24,8.15,8.11
iter-2-scenario-107,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,011,2.0,194.0375,-6.85,29.18,8.15,8.11
iter-2-scenario-107,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,011,3.0,194.075,-6.85,29.18,8.14,8.11
iter-2-scenario-108,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,011,2.0,194.0375,-7.35,29.09,8.14,8.1
iter-2-scenario-108,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,011,3.0,194.075,-7.35,29.09,8.13,8.1
iter-1-scenario-37,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-6.35,29.24,10.18,10.12
iter-2-scenario-109,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,100,1.0,194.0,-6.35,29.24,10.18,10.12
iter-2-scenario-110,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,100,1.0,194.0,-6.85,29.18,10.17,10.12
iter-2-scenario-111,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,100,1.0,194.0,-7.35,29.09,10.16,10.11
iter-1-scenario-38,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-6.35,29.24,9.08,9.04
iter-1-scenario-38,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-6.35,29.24,9.07,9.03
iter-2-scenario-112,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,101,1.0,194.0,-6.35,29.24,9.08,9.04
iter-2-scenario-112,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,101,3.0,194.075,-6.35,29.24,9.07,9.03
iter-2-scenario-113,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,101,1.0,194.0,-6.85,29.18,9.07,9.03
iter-2-scenario-113,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,101,3.0,194.075,-6.85,29.18,9.07,9.02
iter-2-scenario-114,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,101,1.0,194.0,-7.35,29.09,9.06,9.02
iter-2-scenario-114,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,101,3.0,194.075,-7.35,29.09,9.06,9.01
iter-1-scenario-39,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-6.35,29.24,8.16,8.12
iter-1-scenario-39,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-6.35,29.24,8.15,8.12
iter-2-scenario-115,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,110,1.0,194.0,-6.35,29.24,8.16,8.12
iter-2-scenario-115,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,110,2.0,194.0375,-6.35,29.24,8.15,8.12
iter-2-scenario-116,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,110,1.0,194.0,-6.85,29.18,8.15,8.12
iter-2-scenario-116,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.0,110,2.0,194.0375,-6.85,29.18,8.15,8.11
iter-2-scenario-117,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,110,1.0,194.0,-7.35,29.09,8.14,8.11
iter-2-scenario-117,2,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-4.5,110,2.0,194.0375,-7.35,29.09,8.14,8.1
iter-1-scenario-40,1,NDFF,bristol,reading,voyager,QPSK,32.0,100.0,-5.5,111,1.0,194.0,-6.35,29.24,7.43,7.41
