scenario_id,iteration,network,source,destination,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,launch_power_dbm,channel_pattern,channel_number,frequency_thz,channel_power_dbm,osnr_signal_bw_db,snr_nli_signal_bw_db,gsnr_signal_bw_db 
iter-2-scenario-5224,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001101,6.0,194.1875,-10.81,28.21,6.71,6.68
iter-2-scenario-5224,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001101,8.0,194.2625,-10.81,28.21,7.81,7.77
iter-2-scenario-5225,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001101,1.0,194.0,-11.81,27.94,7.22,7.18
iter-2-scenario-5225,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001101,2.0,194.0375,-11.81,27.94,7.02,6.98
iter-2-scenario-5225,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001101,5.0,194.15,-11.81,27.94,6.8,6.77
iter-2-scenario-5225,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001101,6.0,194.1875,-11.81,27.94,6.76,6.73
iter-2-scenario-5225,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001101,8.0,194.2625,-11.81,27.94,7.86,7.82
iter-2-scenario-5226,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001101,1.0,194.0,-12.81,27.61,7.25,7.21
iter-2-scenario-5226,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001101,2.0,194.0375,-12.81,27.61,7.04,7.0
iter-2-scenario-5226,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001101,5.0,194.15,-12.81,27.61,6.83,6.79
iter-2-scenario-5226,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001101,6.0,194.1875,-12.81,27.6,6.78,6.75
iter-2-scenario-5226,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001101,8.0,194.2625,-12.81,27.6,7.89,7.84
iter-1-scenario-1743,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,1.0,194.0,-10.81,28.21,7.14,7.1
iter-1-scenario-1743,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,2.0,194.0375,-10.81,28.21,6.93,6.89
iter-1-scenario-1743,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,5.0,194.15,-10.81,28.21,6.56,6.53
iter-1-scenario-1743,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,6.0,194.1875,-10.81,28.21,6.13,6.1
iter-1-scenario-1743,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,7.0,194.225,-10.81,28.21,6.8,6.77
iter-2-scenario-5227,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,1.0,194.0,-10.81,28.21,7.14,7.1
iter-2-scenario-5227,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,2.0,194.0375,-10.81,28.21,6.93,6.89
iter-2-scenario-5227,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,5.0,194.15,-10.81,28.21,6.56,6.53
iter-2-scenario-5227,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,6.0,194.1875,-10.81,28.21,6.13,6.1
iter-2-scenario-5227,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001110,7.0,194.225,-10.81,28.21,6.8,6.77
iter-2-scenario-5228,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001110,1.0,194.0,-11.81,27.94,7.19,7.15
iter-2-scenario-5228,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001110,2.0,194.0375,-11.81,27.94,6.98,6.94
iter-2-scenario-5228,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001110,5.0,194.15,-11.81,27.94,6.61,6.58
iter-2-scenario-5228,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001110,6.0,194.1875,-11.81,27.94,6.18,6.15
iter-2-scenario-5228,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001110,7.0,194.225,-11.81,27.94,6.85,6.82
iter-2-scenario-5229,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001110,1.0,194.0,-12.81,27.61,7.21,7.18
iter-2-scenario-5229,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001110,2.0,194.0375,-12.81,27.61,7.0,6.96
iter-2-scenario-5229,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001110,5.0,194.15,-12.81,27.61,6.63,6.6
iter-2-scenario-5229,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001110,6.0,194.1875,-12.81,27.6,6.2,6.17
iter-2-scenario-5229,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001110,7.0,194.225,-12.81,27.6,6.88,6.84
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,1.0,194.0,-10.81,28.21,6.96,6.93
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,2.0,194.0375,-10.81,28.21,6.73,6.7
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,5.0,194.15,-10.81,28.21,6.2,6.17
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,6.0,194.1875,-10.81,28.21,5.64,5.62
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,7.0,194.225,-10.81,28.21,5.72,5.69
iter-1-scenario-1744,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,8.0,194.2625,-10.81,28.21,6.48,6.45
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,1.0,194.0,-10.81,28.21,6.96,6.93
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,2.0,194.0375,-10.81,28.21,6.73,6.7
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,5.0,194.15,-10.81,28.21,6.2,6.17
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,6.0,194.1875,-10.81,28.21,5.64,5.62
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,7.0,194.225,-10.81,28.21,5.72,5.69
iter-2-scenario-5230,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11001111,8.0,194.2625,-10.81,28.21,6.48,6.45
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,1.0,194.0,-11.81,27.94,7.01,6.98
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,2.0,194.0375,-11.81,27.94,6.78,6.75
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,5.0,194.15,-11.81,27.94,6.25,6.22
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,6.0,194.1875,-11.81,27.94,5.7,5.67
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,7.0,194.225,-11.81,27.94,5.77,5.74
iter-2-scenario-5231,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11001111,8.0,194.2625,-11.81,27.94,6.53,6.5
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,1.0,194.0,-12.81,27.61,7.04,7.0
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,2.0,194.0375,-12.81,27.61,6.8,6.77
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,5.0,194.15,-12.81,27.61,6.28,6.24
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,6.0,194.1875,-12.81,27.6,5.72,5.69
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,7.0,194.225,-12.81,27.6,5.79,5.77
iter-2-scenario-5232,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11001111,8.0,194.2625,-12.81,27.6,6.56,6.52
iter-1-scenario-1745,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,1.0,194.0,-10.81,28.21,7.51,7.48
iter-1-scenario-1745,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,2.0,194.0375,-10.81,28.21,7.28,7.24
iter-1-scenario-1745,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,4.0,194.1125,-10.81,28.21,8.31,8.27
iter-2-scenario-5233,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,1.0,194.0,-10.81,28.21,7.51,7.48
iter-2-scenario-5233,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,2.0,194.0375,-10.81,28.21,7.28,7.24
iter-2-scenario-5233,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010000,4.0,194.1125,-10.81,28.21,8.31,8.27
iter-2-scenario-5234,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010000,1.0,194.0,-11.81,27.94,7.57,7.53
iter-2-scenario-5234,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010000,2.0,194.0375,-11.81,27.94,7.33,7.29
iter-2-scenario-5234,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010000,4.0,194.1125,-11.81,27.94,8.37,8.32
iter-2-scenario-5235,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010000,1.0,194.0,-12.81,27.61,7.59,7.55
iter-2-scenario-5235,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010000,2.0,194.0375,-12.81,27.61,7.36,7.32
iter-2-scenario-5235,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010000,4.0,194.1125,-12.81,27.61,8.39,8.34
iter-1-scenario-1746,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,1.0,194.0,-10.81,28.21,7.32,7.28
iter-1-scenario-1746,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,2.0,194.0375,-10.81,28.21,7.07,7.03
iter-1-scenario-1746,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,4.0,194.1125,-10.81,28.21,7.91,7.87
iter-1-scenario-1746,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,8.0,194.2625,-10.81,28.21,8.79,8.74
iter-2-scenario-5236,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,1.0,194.0,-10.81,28.21,7.32,7.28
iter-2-scenario-5236,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,2.0,194.0375,-10.81,28.21,7.07,7.03
iter-2-scenario-5236,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,4.0,194.1125,-10.81,28.21,7.91,7.87
iter-2-scenario-5236,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010001,8.0,194.2625,-10.81,28.21,8.79,8.74
iter-2-scenario-5237,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010001,1.0,194.0,-11.81,27.94,7.37,7.33
iter-2-scenario-5237,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010001,2.0,194.0375,-11.81,27.94,7.12,7.08
iter-2-scenario-5237,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010001,4.0,194.1125,-11.81,27.94,7.97,7.92
iter-2-scenario-5237,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010001,8.0,194.2625,-11.81,27.94,8.85,8.79
iter-2-scenario-5238,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010001,1.0,194.0,-12.81,27.61,7.4,7.36
iter-2-scenario-5238,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010001,2.0,194.0375,-12.81,27.61,7.14,7.1
iter-2-scenario-5238,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010001,4.0,194.1125,-12.81,27.61,7.99,7.94
iter-2-scenario-5238,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010001,8.0,194.2625,-12.81,27.6,8.87,8.81
iter-1-scenario-1747,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,1.0,194.0,-10.81,28.21,7.29,7.25
iter-1-scenario-1747,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,2.0,194.0375,-10.81,28.21,7.02,6.99
iter-1-scenario-1747,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,4.0,194.1125,-10.81,28.21,7.79,7.75
iter-1-scenario-1747,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,7.0,194.225,-10.81,28.21,8.54,8.49
iter-2-scenario-5239,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,1.0,194.0,-10.81,28.21,7.29,7.25
iter-2-scenario-5239,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,2.0,194.0375,-10.81,28.21,7.02,6.99
iter-2-scenario-5239,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,4.0,194.1125,-10.81,28.21,7.79,7.75
iter-2-scenario-5239,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010010,7.0,194.225,-10.81,28.21,8.54,8.49
iter-2-scenario-5240,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010010,1.0,194.0,-11.81,27.94,7.34,7.3
iter-2-scenario-5240,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010010,2.0,194.0375,-11.81,27.94,7.08,7.04
iter-2-scenario-5240,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010010,4.0,194.1125,-11.81,27.94,7.84,7.8
iter-2-scenario-5240,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010010,7.0,194.225,-11.81,27.94,8.59,8.54
iter-2-scenario-5241,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010010,1.0,194.0,-12.81,27.61,7.37,7.32
iter-2-scenario-5241,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010010,2.0,194.0375,-12.81,27.61,7.1,7.06
iter-2-scenario-5241,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010010,4.0,194.1125,-12.81,27.61,7.86,7.82
iter-2-scenario-5241,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010010,7.0,194.225,-12.81,27.6,8.62,8.56
iter-1-scenario-1748,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,1.0,194.0,-10.81,28.21,7.1,7.07
iter-1-scenario-1748,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,2.0,194.0375,-10.81,28.21,6.82,6.79
iter-1-scenario-1748,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,4.0,194.1125,-10.81,28.21,7.43,7.4
iter-1-scenario-1748,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,7.0,194.225,-10.81,28.21,7.01,6.97
iter-1-scenario-1748,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,8.0,194.2625,-10.81,28.21,7.18,7.15
iter-2-scenario-5242,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,1.0,194.0,-10.81,28.21,7.1,7.07
iter-2-scenario-5242,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,2.0,194.0375,-10.81,28.21,6.82,6.79
iter-2-scenario-5242,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,4.0,194.1125,-10.81,28.21,7.43,7.4
iter-2-scenario-5242,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,7.0,194.225,-10.81,28.21,7.01,6.97
iter-2-scenario-5242,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010011,8.0,194.2625,-10.81,28.21,7.18,7.15
iter-2-scenario-5243,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010011,1.0,194.0,-11.81,27.94,7.16,7.12
iter-2-scenario-5243,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010011,2.0,194.0375,-11.81,27.94,6.87,6.84
iter-2-scenario-5243,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010011,4.0,194.1125,-11.81,27.94,7.48,7.44
iter-2-scenario-5243,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010011,7.0,194.225,-11.81,27.94,7.06,7.02
iter-2-scenario-5243,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010011,8.0,194.2625,-11.81,27.94,7.23,7.2
iter-2-scenario-5244,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010011,1.0,194.0,-12.81,27.61,7.18,7.14
iter-2-scenario-5244,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010011,2.0,194.0375,-12.81,27.61,6.9,6.86
iter-2-scenario-5244,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010011,4.0,194.1125,-12.81,27.61,7.51,7.47
iter-2-scenario-5244,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010011,7.0,194.225,-12.81,27.6,7.08,7.05
iter-2-scenario-5244,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010011,8.0,194.2625,-12.81,27.6,7.26,7.22
iter-1-scenario-1749,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,1.0,194.0,-10.81,28.21,7.24,7.21
iter-1-scenario-1749,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,2.0,194.0375,-10.81,28.21,6.96,6.93
iter-1-scenario-1749,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,4.0,194.1125,-10.81,28.21,7.54,7.51
iter-1-scenario-1749,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,6.0,194.1875,-10.81,28.21,8.12,8.07
iter-2-scenario-5245,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,1.0,194.0,-10.81,28.21,7.24,7.21
iter-2-scenario-5245,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,2.0,194.0375,-10.81,28.21,6.96,6.93
iter-2-scenario-5245,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,4.0,194.1125,-10.81,28.21,7.54,7.51
iter-2-scenario-5245,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010100,6.0,194.1875,-10.81,28.21,8.12,8.07
iter-2-scenario-5246,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010100,1.0,194.0,-11.81,27.94,7.3,7.26
iter-2-scenario-5246,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010100,2.0,194.0375,-11.81,27.94,7.01,6.98
iter-2-scenario-5246,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010100,4.0,194.1125,-11.81,27.94,7.6,7.56
iter-2-scenario-5246,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010100,6.0,194.1875,-11.81,27.94,8.17,8.12
iter-2-scenario-5247,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010100,1.0,194.0,-12.81,27.61,7.32,7.28
iter-2-scenario-5247,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010100,2.0,194.0375,-12.81,27.61,7.04,7.0
iter-2-scenario-5247,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010100,4.0,194.1125,-12.81,27.61,7.62,7.58
iter-2-scenario-5247,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010100,6.0,194.1875,-12.81,27.6,8.19,8.14
iter-1-scenario-1750,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,1.0,194.0,-10.81,28.21,7.06,7.03
iter-1-scenario-1750,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,2.0,194.0375,-10.81,28.21,6.76,6.73
iter-1-scenario-1750,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,4.0,194.1125,-10.81,28.21,7.21,7.17
iter-1-scenario-1750,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,6.0,194.1875,-10.81,28.21,7.37,7.34
iter-1-scenario-1750,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,8.0,194.2625,-10.81,28.21,7.94,7.9
iter-2-scenario-5248,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,1.0,194.0,-10.81,28.21,7.06,7.03
iter-2-scenario-5248,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,2.0,194.0375,-10.81,28.21,6.76,6.73
iter-2-scenario-5248,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,4.0,194.1125,-10.81,28.21,7.21,7.17
iter-2-scenario-5248,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,6.0,194.1875,-10.81,28.21,7.37,7.34
iter-2-scenario-5248,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010101,8.0,194.2625,-10.81,28.21,7.94,7.9
iter-2-scenario-5249,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010101,1.0,194.0,-11.81,27.94,7.11,7.08
iter-2-scenario-5249,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010101,2.0,194.0375,-11.81,27.94,6.81,6.78
iter-2-scenario-5249,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010101,4.0,194.1125,-11.81,27.94,7.26,7.22
iter-2-scenario-5249,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010101,6.0,194.1875,-11.81,27.94,7.43,7.39
iter-2-scenario-5249,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010101,8.0,194.2625,-11.81,27.94,7.99,7.94
iter-2-scenario-5250,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010101,1.0,194.0,-12.81,27.61,7.14,7.1
iter-2-scenario-5250,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010101,2.0,194.0375,-12.81,27.61,6.84,6.8
iter-2-scenario-5250,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010101,4.0,194.1125,-12.81,27.61,7.28,7.24
iter-2-scenario-5250,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010101,6.0,194.1875,-12.81,27.6,7.45,7.41
iter-2-scenario-5250,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010101,8.0,194.2625,-12.81,27.6,8.01,7.97
iter-1-scenario-1751,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,1.0,194.0,-10.81,28.21,7.03,7.0
iter-1-scenario-1751,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,2.0,194.0375,-10.81,28.21,6.72,6.69
iter-1-scenario-1751,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,4.0,194.1125,-10.81,28.21,7.1,7.06
iter-1-scenario-1751,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,6.0,194.1875,-10.81,28.21,6.71,6.68
iter-1-scenario-1751,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,7.0,194.225,-10.81,28.21,7.01,6.97
iter-2-scenario-5251,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,1.0,194.0,-10.81,28.21,7.03,7.0
iter-2-scenario-5251,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,2.0,194.0375,-10.81,28.21,6.72,6.69
iter-2-scenario-5251,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,4.0,194.1125,-10.81,28.21,7.1,7.06
iter-2-scenario-5251,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,6.0,194.1875,-10.81,28.21,6.71,6.68
iter-2-scenario-5251,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,11010110,7.0,194.225,-10.81,28.21,7.01,6.97
iter-2-scenario-5252,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010110,1.0,194.0,-11.81,27.94,7.08,7.05
iter-2-scenario-5252,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010110,2.0,194.0375,-11.81,27.94,6.78,6.74
iter-2-scenario-5252,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010110,4.0,194.1125,-11.81,27.94,7.15,7.11
iter-2-scenario-5252,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010110,6.0,194.1875,-11.81,27.94,6.76,6.73
iter-2-scenario-5252,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,11010110,7.0,194.225,-11.81,27.94,7.06,7.02
iter-2-scenario-5253,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010110,1.0,194.0,-12.81,27.61,7.11,7.07
iter-2-scenario-5253,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010110,2.0,194.0375,-12.81,27.61,6.8,6.76
iter-2-scenario-5253,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010110,4.0,194.1125,-12.81,27.61,7.17,7.13
iter-2-scenario-5253,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010110,6.0,194.1875,-12.81,27.6,6.78,6.75
iter-2-scenario-5253,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,11010110,7.0,194.225,-12.81,27.6,7.08,7.05
