scenario_id,iteration,network,source,destination,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,launch_power_dbm,channel_pattern,channel_number,frequency_thz,channel_power_dbm,osnr_signal_bw_db,snr_nli_signal_bw_db,gsnr_signal_bw_db 
iter-1-scenario-1584,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,6.0,194.1875,-10.81,28.21,5.75,5.73
iter-1-scenario-1584,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,7.0,194.225,-10.81,28.21,5.83,5.8
iter-1-scenario-1584,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,8.0,194.2625,-10.81,28.21,6.6,6.57
iter-2-scenario-4750,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,3.0,194.075,-10.81,28.21,7.62,7.59
iter-2-scenario-4750,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,5.0,194.15,-10.81,28.21,6.28,6.25
iter-2-scenario-4750,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,6.0,194.1875,-10.81,28.21,5.75,5.73
iter-2-scenario-4750,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,7.0,194.225,-10.81,28.21,5.83,5.8
iter-2-scenario-4750,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00101111,8.0,194.2625,-10.81,28.21,6.6,6.57
iter-2-scenario-4751,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00101111,3.0,194.075,-11.81,27.94,7.68,7.63
iter-2-scenario-4751,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00101111,5.0,194.15,-11.81,27.94,6.33,6.31
iter-2-scenario-4751,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00101111,6.0,194.1875,-11.81,27.94,5.8,5.78
iter-2-scenario-4751,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00101111,7.0,194.225,-11.81,27.94,5.88,5.85
iter-2-scenario-4751,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00101111,8.0,194.2625,-11.81,27.94,6.65,6.62
iter-2-scenario-4752,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00101111,3.0,194.075,-12.81,27.61,7.7,7.66
iter-2-scenario-4752,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00101111,5.0,194.15,-12.81,27.61,6.36,6.33
iter-2-scenario-4752,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00101111,6.0,194.1875,-12.81,27.6,5.83,5.8
iter-2-scenario-4752,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00101111,7.0,194.225,-12.81,27.6,5.9,5.87
iter-2-scenario-4752,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00101111,8.0,194.2625,-12.81,27.6,6.68,6.64
iter-1-scenario-1585,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110000,3.0,194.075,-10.81,28.21,8.0,7.96
iter-1-scenario-1585,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110000,4.0,194.1125,-10.81,28.21,7.99,7.95
iter-2-scenario-4753,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110000,3.0,194.075,-10.81,28.21,8.0,7.96
iter-2-scenario-4753,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110000,4.0,194.1125,-10.81,28.21,7.99,7.95
iter-2-scenario-4754,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110000,3.0,194.075,-11.81,27.94,8.05,8.01
iter-2-scenario-4754,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110000,4.0,194.1125,-11.81,27.94,8.05,8.0
iter-2-scenario-4755,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110000,3.0,194.075,-12.81,27.61,8.07,8.03
iter-2-scenario-4755,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110000,4.0,194.1125,-12.81,27.61,8.07,8.02
iter-1-scenario-1586,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,3.0,194.075,-10.81,28.21,7.7,7.66
iter-1-scenario-1586,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,4.0,194.1125,-10.81,28.21,7.62,7.58
iter-1-scenario-1586,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,8.0,194.2625,-10.81,28.21,9.0,8.95
iter-2-scenario-4756,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,3.0,194.075,-10.81,28.21,7.7,7.66
iter-2-scenario-4756,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,4.0,194.1125,-10.81,28.21,7.62,7.58
iter-2-scenario-4756,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110001,8.0,194.2625,-10.81,28.21,9.0,8.95
iter-2-scenario-4757,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110001,3.0,194.075,-11.81,27.94,7.75,7.71
iter-2-scenario-4757,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110001,4.0,194.1125,-11.81,27.94,7.67,7.63
iter-2-scenario-4757,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110001,8.0,194.2625,-11.81,27.94,9.06,9.0
iter-2-scenario-4758,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110001,3.0,194.075,-12.81,27.61,7.77,7.73
iter-2-scenario-4758,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110001,4.0,194.1125,-12.81,27.61,7.7,7.65
iter-2-scenario-4758,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110001,8.0,194.2625,-12.81,27.6,9.08,9.02
iter-1-scenario-1587,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,3.0,194.075,-10.81,28.21,7.62,7.59
iter-1-scenario-1587,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,4.0,194.1125,-10.81,28.21,7.5,7.46
iter-1-scenario-1587,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,7.0,194.225,-10.81,28.21,8.75,8.7
iter-2-scenario-4759,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,3.0,194.075,-10.81,28.21,7.62,7.59
iter-2-scenario-4759,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,4.0,194.1125,-10.81,28.21,7.5,7.46
iter-2-scenario-4759,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110010,7.0,194.225,-10.81,28.21,8.75,8.7
iter-2-scenario-4760,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110010,3.0,194.075,-11.81,27.94,7.68,7.64
iter-2-scenario-4760,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110010,4.0,194.1125,-11.81,27.94,7.55,7.51
iter-2-scenario-4760,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110010,7.0,194.225,-11.81,27.94,8.8,8.75
iter-2-scenario-4761,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110010,3.0,194.075,-12.81,27.61,7.7,7.66
iter-2-scenario-4761,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110010,4.0,194.1125,-12.81,27.61,7.58,7.54
iter-2-scenario-4761,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110010,7.0,194.225,-12.81,27.6,8.83,8.77
iter-1-scenario-1588,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,3.0,194.075,-10.81,28.21,7.35,7.31
iter-1-scenario-1588,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,4.0,194.1125,-10.81,28.21,7.17,7.13
iter-1-scenario-1588,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,7.0,194.225,-10.81,28.21,7.15,7.12
iter-1-scenario-1588,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,8.0,194.2625,-10.81,28.21,7.33,7.29
iter-2-scenario-4762,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,3.0,194.075,-10.81,28.21,7.35,7.31
iter-2-scenario-4762,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,4.0,194.1125,-10.81,28.21,7.17,7.13
iter-2-scenario-4762,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,7.0,194.225,-10.81,28.21,7.15,7.12
iter-2-scenario-4762,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110011,8.0,194.2625,-10.81,28.21,7.33,7.29
iter-2-scenario-4763,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110011,3.0,194.075,-11.81,27.94,7.4,7.36
iter-2-scenario-4763,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110011,4.0,194.1125,-11.81,27.94,7.22,7.18
iter-2-scenario-4763,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110011,7.0,194.225,-11.81,27.94,7.21,7.17
iter-2-scenario-4763,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110011,8.0,194.2625,-11.81,27.94,7.38,7.34
iter-2-scenario-4764,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110011,3.0,194.075,-12.81,27.61,7.42,7.38
iter-2-scenario-4764,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110011,4.0,194.1125,-12.81,27.61,7.24,7.2
iter-2-scenario-4764,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110011,7.0,194.225,-12.81,27.6,7.23,7.19
iter-2-scenario-4764,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110011,8.0,194.2625,-12.81,27.6,7.4,7.36
iter-1-scenario-1589,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,3.0,194.075,-10.81,28.21,7.51,7.47
iter-1-scenario-1589,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,4.0,194.1125,-10.81,28.21,7.27,7.24
iter-1-scenario-1589,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,6.0,194.1875,-10.81,28.21,8.31,8.26
iter-2-scenario-4765,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,3.0,194.075,-10.81,28.21,7.51,7.47
iter-2-scenario-4765,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,4.0,194.1125,-10.81,28.21,7.27,7.24
iter-2-scenario-4765,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110100,6.0,194.1875,-10.81,28.21,8.31,8.26
iter-2-scenario-4766,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110100,3.0,194.075,-11.81,27.94,7.56,7.52
iter-2-scenario-4766,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110100,4.0,194.1125,-11.81,27.94,7.32,7.29
iter-2-scenario-4766,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110100,6.0,194.1875,-11.81,27.94,8.36,8.31
iter-2-scenario-4767,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110100,3.0,194.075,-12.81,27.61,7.58,7.54
iter-2-scenario-4767,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110100,4.0,194.1125,-12.81,27.61,7.35,7.31
iter-2-scenario-4767,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110100,6.0,194.1875,-12.81,27.6,8.38,8.33
iter-1-scenario-1590,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,3.0,194.075,-10.81,28.21,7.24,7.2
iter-1-scenario-1590,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,4.0,194.1125,-10.81,28.21,6.95,6.92
iter-1-scenario-1590,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,6.0,194.1875,-10.81,28.21,7.53,7.5
iter-1-scenario-1590,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,8.0,194.2625,-10.81,28.21,8.11,8.07
iter-2-scenario-4768,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,3.0,194.075,-10.81,28.21,7.24,7.2
iter-2-scenario-4768,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,4.0,194.1125,-10.81,28.21,6.95,6.92
iter-2-scenario-4768,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,6.0,194.1875,-10.81,28.21,7.53,7.5
iter-2-scenario-4768,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110101,8.0,194.2625,-10.81,28.21,8.11,8.07
iter-2-scenario-4769,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110101,3.0,194.075,-11.81,27.94,7.29,7.25
iter-2-scenario-4769,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110101,4.0,194.1125,-11.81,27.94,7.01,6.97
iter-2-scenario-4769,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110101,6.0,194.1875,-11.81,27.94,7.59,7.55
iter-2-scenario-4769,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110101,8.0,194.2625,-11.81,27.94,8.16,8.11
iter-2-scenario-4770,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110101,3.0,194.075,-12.81,27.61,7.31,7.27
iter-2-scenario-4770,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110101,4.0,194.1125,-12.81,27.61,7.03,6.99
iter-2-scenario-4770,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110101,6.0,194.1875,-12.81,27.6,7.61,7.57
iter-2-scenario-4770,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110101,8.0,194.2625,-12.81,27.6,8.18,8.14
iter-1-scenario-1591,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,3.0,194.075,-10.81,28.21,7.17,7.14
iter-1-scenario-1591,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,4.0,194.1125,-10.81,28.21,6.85,6.82
iter-1-scenario-1591,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,6.0,194.1875,-10.81,28.21,6.84,6.81
iter-1-scenario-1591,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,7.0,194.225,-10.81,28.21,7.15,7.12
iter-2-scenario-4771,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,3.0,194.075,-10.81,28.21,7.17,7.14
iter-2-scenario-4771,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,4.0,194.1125,-10.81,28.21,6.85,6.82
iter-2-scenario-4771,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,6.0,194.1875,-10.81,28.21,6.84,6.81
iter-2-scenario-4771,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110110,7.0,194.225,-10.81,28.21,7.15,7.12
iter-2-scenario-4772,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110110,3.0,194.075,-11.81,27.94,7.22,7.19
iter-2-scenario-4772,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110110,4.0,194.1125,-11.81,27.94,6.9,6.87
iter-2-scenario-4772,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110110,6.0,194.1875,-11.81,27.94,6.9,6.86
iter-2-scenario-4772,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110110,7.0,194.225,-11.81,27.94,7.21,7.17
iter-2-scenario-4773,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110110,3.0,194.075,-12.81,27.61,7.25,7.21
iter-2-scenario-4773,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110110,4.0,194.1125,-12.81,27.61,6.93,6.89
iter-2-scenario-4773,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110110,6.0,194.1875,-12.81,27.6,6.92,6.88
iter-2-scenario-4773,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110110,7.0,194.225,-12.81,27.6,7.23,7.19
iter-1-scenario-1592,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,3.0,194.075,-10.81,28.21,6.92,6.89
iter-1-scenario-1592,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,4.0,194.1125,-10.81,28.21,6.56,6.53
iter-1-scenario-1592,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,6.0,194.1875,-10.81,28.21,6.28,6.25
iter-1-scenario-1592,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,7.0,194.225,-10.81,28.21,5.99,5.96
iter-1-scenario-1592,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,8.0,194.2625,-10.81,28.21,6.7,6.67
iter-2-scenario-4774,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,3.0,194.075,-10.81,28.21,6.92,6.89
iter-2-scenario-4774,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,4.0,194.1125,-10.81,28.21,6.56,6.53
iter-2-scenario-4774,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,6.0,194.1875,-10.81,28.21,6.28,6.25
iter-2-scenario-4774,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,7.0,194.225,-10.81,28.21,5.99,5.96
iter-2-scenario-4774,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00110111,8.0,194.2625,-10.81,28.21,6.7,6.67
iter-2-scenario-4775,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110111,3.0,194.075,-11.81,27.94,6.97,6.94
iter-2-scenario-4775,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110111,4.0,194.1125,-11.81,27.94,6.61,6.58
iter-2-scenario-4775,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110111,6.0,194.1875,-11.81,27.94,6.33,6.3
iter-2-scenario-4775,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110111,7.0,194.225,-11.81,27.94,6.04,6.01
iter-2-scenario-4775,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00110111,8.0,194.2625,-11.81,27.94,6.75,6.72
iter-2-scenario-4776,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110111,3.0,194.075,-12.81,27.61,7.0,6.96
iter-2-scenario-4776,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110111,4.0,194.1125,-12.81,27.61,6.64,6.6
iter-2-scenario-4776,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110111,6.0,194.1875,-12.81,27.6,6.36,6.32
iter-2-scenario-4776,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110111,7.0,194.225,-12.81,27.6,6.07,6.04
iter-2-scenario-4776,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00110111,8.0,194.2625,-12.81,27.6,6.78,6.74
iter-1-scenario-1593,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,3.0,194.075,-10.81,28.21,7.28,7.24
iter-1-scenario-1593,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,4.0,194.1125,-10.81,28.21,6.62,6.59
iter-1-scenario-1593,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,5.0,194.15,-10.81,28.21,7.27,7.23
iter-2-scenario-4777,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,3.0,194.075,-10.81,28.21,7.28,7.24
iter-2-scenario-4777,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,4.0,194.1125,-10.81,28.21,6.62,6.59
iter-2-scenario-4777,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111000,5.0,194.15,-10.81,28.21,7.27,7.23
iter-2-scenario-4778,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111000,3.0,194.075,-11.81,27.94,7.33,7.29
iter-2-scenario-4778,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111000,4.0,194.1125,-11.81,27.94,6.67,6.64
iter-2-scenario-4778,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111000,5.0,194.15,-11.81,27.94,7.32,7.28
iter-2-scenario-4779,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111000,3.0,194.075,-12.81,27.61,7.35,7.31
iter-2-scenario-4779,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111000,4.0,194.1125,-12.81,27.61,6.7,6.66
iter-2-scenario-4779,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111000,5.0,194.15,-12.81,27.61,7.34,7.3
iter-1-scenario-1594,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,3.0,194.075,-10.81,28.21,7.02,6.99
iter-1-scenario-1594,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,4.0,194.1125,-10.81,28.21,6.34,6.32
iter-1-scenario-1594,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,5.0,194.15,-10.81,28.21,6.85,6.82
iter-1-scenario-1594,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,8.0,194.2625,-10.81,28.21,8.39,8.34
iter-2-scenario-4780,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,3.0,194.075,-10.81,28.21,7.02,6.99
iter-2-scenario-4780,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,4.0,194.1125,-10.81,28.21,6.34,6.32
iter-2-scenario-4780,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,5.0,194.15,-10.81,28.21,6.85,6.82
iter-2-scenario-4780,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111001,8.0,194.2625,-10.81,28.21,8.39,8.34
iter-2-scenario-4781,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111001,3.0,194.075,-11.81,27.94,7.07,7.04
iter-2-scenario-4781,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111001,4.0,194.1125,-11.81,27.94,6.4,6.37
iter-2-scenario-4781,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111001,5.0,194.15,-11.81,27.94,6.9,6.87
iter-2-scenario-4781,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111001,8.0,194.2625,-11.81,27.94,8.44,8.39
iter-2-scenario-4782,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111001,3.0,194.075,-12.81,27.61,7.1,7.06
iter-2-scenario-4782,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111001,4.0,194.1125,-12.81,27.61,6.42,6.39
iter-2-scenario-4782,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111001,5.0,194.15,-12.81,27.61,6.92,6.89
iter-2-scenario-4782,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111001,8.0,194.2625,-12.81,27.6,8.47,8.41
iter-1-scenario-1595,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,3.0,194.075,-10.81,28.21,6.96,6.93
iter-1-scenario-1595,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,4.0,194.1125,-10.81,28.21,6.26,6.23
iter-1-scenario-1595,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,5.0,194.15,-10.81,28.21,6.65,6.62
iter-1-scenario-1595,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,7.0,194.225,-10.81,28.21,7.9,7.86
iter-2-scenario-4783,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,3.0,194.075,-10.81,28.21,6.96,6.93
iter-2-scenario-4783,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,4.0,194.1125,-10.81,28.21,6.26,6.23
iter-2-scenario-4783,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,5.0,194.15,-10.81,28.21,6.65,6.62
iter-2-scenario-4783,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111010,7.0,194.225,-10.81,28.21,7.9,7.86
iter-2-scenario-4784,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111010,3.0,194.075,-11.81,27.94,7.01,6.98
iter-2-scenario-4784,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111010,4.0,194.1125,-11.81,27.94,6.31,6.28
iter-2-scenario-4784,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111010,5.0,194.15,-11.81,27.94,6.7,6.67
iter-2-scenario-4784,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.0,00111010,7.0,194.225,-11.81,27.94,7.95,7.91
iter-2-scenario-4785,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111010,3.0,194.075,-12.81,27.61,7.03,7.0
iter-2-scenario-4785,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111010,4.0,194.1125,-12.81,27.61,6.33,6.3
iter-2-scenario-4785,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111010,5.0,194.15,-12.81,27.61,6.73,6.69
iter-2-scenario-4785,2,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-4.5,00111010,7.0,194.225,-12.81,27.6,7.98,7.93
iter-1-scenario-1596,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111011,3.0,194.075,-10.81,28.21,6.72,6.69
iter-1-scenario-1596,1,NDFF,bristol,powergate,voyager,QPSK,32.0,100.0,-5.5,00111011,4.0,194.1125,-10.81,28.21,6.0,5.98
